,HA1,CA2,HB2,CB3,CB4,HB5,HB6,CC2,CC3,CD2,CD4,HD6,CF8,HK4,HN1,HO1,HO2,CO4,CQ2,HQ3,CQ4,CQ5,HQ6
TRINITY_DN10211_c0_g1,0,2,6,1,1,2,1,1,0,3,0,0,0,1,2,0,2,3,0,2,6,2,5
TRINITY_DN10212_c0_g1,17,9,15,4,10,12,3,5,2,25,9,3,7,3,1,3,7,7,8,5,20,20,11
TRINITY_DN10213_c0_g1,1,2,1,1,1,0,1,2,1,2,1,0,2,1,1,0,0,0,0,0,1,2,0
TRINITY_DN10214_c0_g1,104,70,93,20,16,42,15,58,34,112,77,62,51,72,40,105,46,83,63,70,68,61,124
TRINITY_DN10215_c0_g1,11,7,27,10,2,10,22,9,8,13,3,7,7,6,4,11,19,7,11,7,4,6,16
TRINITY_DN10216_c0_g1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0
TRINITY_DN10217_c0_g1,0,5,5,5,3,0,2,4,1,4,3,3,5,5,2,2,1,3,2,1,3,3,2
TRINITY_DN10218_c0_g1,1,4,3,2,1,2,2,5,3,15,3,6,10,3,1,4,1,8,3,2,4,2,3
TRINITY_DN10219_c0_g1,10,6,1,0,2,3,3,0,0,0,0,0,0,4,0,7,4,2,3,0,0,0,0
TRINITY_DN10220_c0_g1,5,17,4,3,4,3,3,6,2,9,7,1,9,2,2,3,4,8,3,4,8,8,2
TRINITY_DN10221_c0_g1,17,24,12,13,22,14,7,39,23,24,6,6,23,9,5,18,17,14,24,15,9,26,22
TRINITY_DN10222_c0_g1,0,33,8,1,3,6,0,2,4,1,2,0,3,3,0,4,0,5,2,3,4,5,5
TRINITY_DN10223_c0_g1,18,11,30,3,6,12,4,19,7,28,2,2,11,19,1,12,7,9,16,6,6,7,9
TRINITY_DN10224_c0_g1,4,6,11,2,4,6,7,3,8,11,2,2,6,9,5,7,12,7,6,1,2,7,7
TRINITY_DN10225_c0_g1,7,4,2,1,4,7,2,8,5,21,8,4,8,5,4,1,8,7,6,4,10,12,7
TRINITY_DN10227_c0_g1,6,7,13,3,1,6,3,8,6,13,13,6,4,9,7,12,1,10,5,5,29,15,12
TRINITY_DN10228_c0_g1,2,6,1,3,1,1,0,5,4,19,2,2,6,1,0,5,3,5,8,0,3,16,0
TRINITY_DN10229_c0_g1,0,2,2,1,1,1,2,4,3,6,0,0,3,0,0,0,1,2,1,2,3,1,1
TRINITY_DN1022_c0_g1,32,18,10,22,29,12,11,16,19,46,30,18,29,27,17,22,12,33,27,8,16,31,15
TRINITY_DN10230_c0_g1,0,0,3,1,0,2,0,2,0,2,1,1,1,0,1,1,3,2,0,0,15,8,2
TRINITY_DN10231_c0_g1,0,0,0,0,0,0,0,0,0,5,2,4,6,0,0,0,0,13,0,0,0,0,0
TRINITY_DN10232_c0_g1,2,13,6,2,5,1,3,10,3,4,2,2,5,5,1,6,0,5,0,2,12,12,8
TRINITY_DN10233_c0_g1,1,2,15,7,8,9,2,15,7,3,0,0,13,3,0,6,5,10,5,0,9,17,3
TRINITY_DN10234_c0_g1,12,9,6,3,2,4,1,10,7,16,16,1,2,13,1,10,10,11,16,12,22,12,16
TRINITY_DN10235_c0_g1,3,2,3,2,0,1,1,0,1,6,3,5,2,2,1,6,6,5,2,2,7,1,7
TRINITY_DN10236_c0_g1,8,7,5,2,4,4,1,3,9,19,10,8,7,2,0,1,6,6,8,4,20,7,5
TRINITY_DN10237_c0_g1,5,6,10,4,4,7,6,6,8,20,9,10,5,12,12,13,3,3,3,3,25,15,18
TRINITY_DN10238_c0_g1,24,28,24,19,18,14,12,36,29,59,39,33,42,24,13,34,34,56,36,19,76,47,30
TRINITY_DN10239_c0_g1,8,4,6,3,1,6,2,5,0,8,5,1,4,3,0,1,3,0,6,1,0,4,0
TRINITY_DN1023_c0_g1,7,26,22,15,10,15,6,51,48,48,16,8,54,12,35,12,9,38,45,11,6,9,27
TRINITY_DN10240_c0_g1,1,3,1,2,2,1,1,1,0,3,4,4,3,2,0,5,1,0,2,1,4,2,0
TRINITY_DN10241_c0_g1,2,5,4,0,4,0,1,1,2,5,2,1,1,5,0,1,0,1,2,0,4,10,4
TRINITY_DN10242_c0_g1,4,4,7,0,4,5,7,5,4,6,2,3,2,7,1,3,7,5,8,4,6,6,4
TRINITY_DN10243_c0_g1,10,35,1,37,0,0,0,3,0,59,11,0,28,7,12,1,0,102,19,0,60,123,18
TRINITY_DN10244_c0_g1,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1,6,0,1,2,0,0,0,0
TRINITY_DN10245_c0_g1,22,6,15,9,17,12,3,1,1,1,2,0,0,7,0,1,2,14,15,9,1,0,2
TRINITY_DN10246_c0_g1,1,4,0,0,0,0,0,0,1,4,12,2,0,3,2,0,2,0,2,0,8,4,1
TRINITY_DN10247_c0_g1,3,1,3,1,0,1,1,0,0,7,6,4,0,1,0,1,3,2,1,0,0,1,2
TRINITY_DN10248_c0_g1,0,0,0,0,0,0,0,0,0,8,15,24,24,0,0,0,0,11,0,0,0,0,0
TRINITY_DN10249_c0_g1,5,8,4,1,2,2,0,5,5,16,5,5,2,4,4,7,3,6,2,2,4,8,7
TRINITY_DN1024_c0_g1,3,9,10,5,14,10,6,3,1,10,4,2,11,4,0,6,2,9,1,4,7,6,3
TRINITY_DN10250_c0_g1,5,9,10,9,1,7,7,13,7,15,16,9,13,4,5,19,11,22,5,7,20,15,18
TRINITY_DN10251_c0_g1,6,12,27,8,11,7,3,5,6,15,2,3,13,5,19,6,14,10,9,7,18,13,29
TRINITY_DN10252_c0_g1,5,2,1,1,2,1,1,2,0,2,4,2,4,0,1,2,1,2,2,2,3,3,0
TRINITY_DN10253_c0_g1,25,37,29,23,16,18,18,37,19,30,4,7,28,5,11,11,24,27,26,15,25,30,27
TRINITY_DN10254_c0_g1,0,4,2,5,0,0,1,1,0,3,4,0,2,1,1,2,2,2,3,3,3,1,6
TRINITY_DN10255_c0_g1,2,2,8,2,3,3,0,3,4,6,1,5,2,1,0,2,5,2,2,1,1,3,4
TRINITY_DN10256_c0_g1,3,2,7,2,4,1,6,1,0,6,1,2,1,0,3,3,7,2,11,3,2,2,4
TRINITY_DN10257_c0_g1,1,7,0,9,3,6,1,1,1,5,1,1,4,0,4,3,0,2,1,6,7,3,1
TRINITY_DN10258_c0_g1,5,0,0,0,0,0,0,5,2,17,5,1,5,16,1,6,0,3,3,2,44,10,0
TRINITY_DN10259_c0_g1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,61,17,5,0,5,0,0,0,35
TRINITY_DN1025_c0_g1,12,11,8,4,2,6,1,6,2,14,3,1,4,11,4,18,7,3,8,5,3,5,17
TRINITY_DN10260_c0_g1,1,6,6,3,2,3,4,1,0,0,0,0,0,0,2,3,2,0,2,0,0,0,1
TRINITY_DN10262_c0_g1,2,2,13,1,2,2,4,1,1,3,4,0,0,2,1,0,3,3,1,1,2,2,7
TRINITY_DN10263_c0_g1,2,15,10,7,4,2,2,4,4,10,6,6,12,2,0,9,0,6,5,5,13,5,4
TRINITY_DN10264_c0_g1,0,6,1,2,2,1,0,1,2,4,2,0,3,4,1,3,1,11,6,4,10,8,2
TRINITY_DN10265_c0_g1,3,1,0,0,2,3,2,3,1,1,0,1,3,2,0,4,4,1,4,1,5,1,2
TRINITY_DN10266_c0_g1,0,2,0,0,0,0,0,3,5,7,3,1,15,0,0,2,0,12,0,0,0,0,2
TRINITY_DN10267_c0_g1,2,2,9,7,1,1,5,1,1,5,0,2,3,2,1,2,2,0,8,0,7,7,4
TRINITY_DN10268_c0_g1,1,2,1,1,0,0,0,3,3,0,0,0,3,0,1,2,0,1,0,0,0,5,2
TRINITY_DN10269_c0_g1,3,1,3,0,2,0,4,3,0,2,0,0,3,3,0,4,2,0,0,0,2,1,6
TRINITY_DN1026_c0_g1,16,13,31,8,22,1,1,11,40,53,21,16,46,43,72,66,15,137,127,9,19,23,72
TRINITY_DN10270_c0_g1,0,2,0,1,0,0,0,0,2,0,1,0,1,0,1,2,0,0,4,0,0,1,3
TRINITY_DN10271_c0_g1,0,3,2,0,2,1,0,1,2,2,2,1,1,2,0,0,1,0,3,0,1,1,0
TRINITY_DN10272_c0_g1,0,1,14,21,19,6,4,0,0,17,3,11,15,4,0,1,0,5,9,0,15,9,0
TRINITY_DN10273_c0_g1,1,1,2,2,4,0,1,1,2,3,2,0,1,1,1,1,0,3,2,1,1,0,3
TRINITY_DN10274_c0_g1,9,5,6,5,3,6,0,1,5,9,5,3,5,4,6,8,5,11,10,2,8,11,10
TRINITY_DN10275_c0_g1,19,18,15,18,11,5,5,23,12,28,21,18,11,8,5,24,11,17,18,12,35,17,19
TRINITY_DN10276_c0_g1,2,0,0,1,0,0,0,5,0,2,0,0,2,1,0,2,0,1,4,0,11,6,0
TRINITY_DN10277_c0_g1,2,0,0,1,0,0,0,4,0,11,0,0,4,11,0,1,0,5,3,0,6,20,0
TRINITY_DN10278_c0_g1,0,0,0,0,0,0,0,0,0,24,9,10,0,0,0,0,0,0,0,17,0,0,0
TRINITY_DN10279_c0_g1,4,2,3,16,1,0,0,13,2,0,0,0,9,13,9,4,1,30,10,0,8,9,0
TRINITY_DN1027_c0_g1,18,22,37,26,19,7,33,12,10,25,5,4,8,14,10,20,20,11,21,7,17,17,21
TRINITY_DN10280_c0_g1,8,18,15,8,7,1,4,12,7,26,3,3,12,14,6,12,6,11,7,1,10,9,23
TRINITY_DN10281_c0_g1,1,6,2,0,2,0,2,2,2,4,1,0,7,2,3,4,1,2,5,3,2,1,6
TRINITY_DN10282_c0_g1,11,77,13,52,29,12,8,52,19,93,14,3,77,6,1,8,6,71,65,4,128,114,1
TRINITY_DN10283_c0_g1,23,26,25,18,9,13,8,13,7,33,12,17,16,6,15,35,25,20,23,13,23,23,32
TRINITY_DN10284_c0_g1,4,2,12,2,0,2,5,2,4,7,0,2,2,1,1,18,2,5,2,2,5,16,9
TRINITY_DN10285_c0_g1,9,2,2,3,4,5,7,4,1,4,0,1,2,2,0,0,3,0,2,0,0,2,4
TRINITY_DN10286_c0_g1,0,2,1,3,1,3,1,0,1,5,2,3,3,1,2,2,0,1,1,0,2,2,10
TRINITY_DN10287_c0_g1,10,4,2,1,0,2,5,1,1,2,1,1,1,2,0,5,2,5,1,9,7,3,8
TRINITY_DN10288_c0_g1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,6,0,0,0,0,0
TRINITY_DN10289_c0_g1,4,6,2,2,6,1,6,4,5,7,2,5,4,9,0,1,1,3,6,0,6,3,3
TRINITY_DN1028_c0_g1,88,95,45,66,61,41,38,51,59,107,33,32,111,57,15,64,43,70,61,19,71,82,71
TRINITY_DN10290_c0_g1,1,2,6,1,0,1,3,11,5,13,1,4,7,5,3,15,0,8,3,0,0,5,12
TRINITY_DN10291_c0_g1,0,1,0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,8,3,2
TRINITY_DN10292_c0_g1,2,3,0,4,0,0,0,3,1,27,0,0,6,6,0,1,0,3,1,1,19,12,0
TRINITY_DN10293_c0_g1,2,5,4,5,8,1,3,8,6,15,9,2,23,0,0,1,1,41,19,5,32,22,3
TRINITY_DN10294_c0_g1,3,6,1,1,0,2,2,6,0,2,5,5,1,1,0,6,3,0,0,5,2,3,3
TRINITY_DN10295_c0_g1,6,10,5,3,7,2,0,12,16,22,17,7,15,4,0,4,8,22,7,5,44,12,0
TRINITY_DN10296_c0_g1,2,0,0,1,1,1,0,2,0,3,2,1,5,2,1,1,1,1,2,0,1,3,1
TRINITY_DN10297_c0_g1,0,1,0,1,2,1,0,2,2,1,0,2,2,3,0,1,1,1,1,1,1,2,0
TRINITY_DN10298_c0_g1,6,18,7,6,14,2,6,1,1,6,3,3,1,5,3,5,6,3,15,1,3,0,3
TRINITY_DN10299_c0_g1,3,4,2,6,2,5,0,2,3,7,6,6,3,3,2,5,3,2,5,1,7,5,2
TRINITY_DN1029_c0_g1,9,9,9,5,4,9,4,9,9,21,11,11,11,12,5,7,6,18,13,20,7,4,18
TRINITY_DN102_c0_g1,26,61,55,16,21,26,10,62,46,40,23,15,33,27,26,48,29,44,40,16,194,132,46
TRINITY_DN10300_c0_g1,12,3,11,15,12,16,8,13,8,18,6,3,20,16,2,15,12,14,11,8,34,11,18
TRINITY_DN10302_c0_g1,6,2,4,3,1,2,6,1,2,4,1,1,2,7,1,7,3,1,0,1,4,0,6
TRINITY_DN10303_c0_g1,20,23,43,10,20,13,12,20,12,22,8,9,29,9,8,16,18,20,22,11,15,20,28
TRINITY_DN10304_c0_g1,17,15,26,4,11,5,6,32,14,24,13,5,25,11,0,24,20,13,17,12,19,22,7
TRINITY_DN10305_c0_g1,0,0,0,0,0,0,0,0,0,4,12,3,15,0,0,0,0,12,0,0,0,0,0
TRINITY_DN10306_c0_g1,10,5,12,2,4,8,9,2,1,6,2,1,3,1,0,5,5,6,6,2,4,1,8
TRINITY_DN10307_c0_g1,1,0,3,1,2,0,1,2,3,3,1,2,1,4,2,3,1,4,4,0,0,0,5
TRINITY_DN10308_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,0,0,0,0,0
TRINITY_DN10309_c0_g1,1,9,3,1,7,2,2,5,5,11,1,2,2,1,0,2,0,6,8,1,5,8,1
TRINITY_DN10310_c0_g1,5,4,18,3,1,1,5,5,2,7,2,2,9,4,0,2,7,1,6,1,7,4,10
TRINITY_DN10311_c0_g1,3,5,7,4,2,3,2,5,2,7,3,2,3,0,2,1,7,1,2,1,4,1,11
TRINITY_DN10312_c0_g1,1,2,1,1,1,0,1,2,1,1,5,0,2,0,0,0,0,0,4,1,4,0,1
TRINITY_DN10313_c0_g1,0,0,0,0,0,0,0,12,0,3,2,4,10,0,0,0,0,16,0,0,0,0,0
TRINITY_DN10314_c0_g1,0,1,1,1,2,0,0,0,0,3,0,0,5,0,0,0,0,3,3,5,2,2,2
TRINITY_DN10315_c0_g1,3,3,5,3,3,3,0,3,1,7,1,2,1,2,2,5,6,2,1,1,3,3,3
TRINITY_DN10316_c0_g1,6,3,7,4,2,6,1,3,2,8,1,6,1,9,2,8,4,1,1,2,1,2,19
TRINITY_DN10317_c0_g1,2,3,0,1,1,1,1,1,2,1,0,0,7,0,0,0,0,0,0,0,0,1,4
TRINITY_DN10318_c0_g1,3,0,2,2,2,1,2,3,1,2,2,1,0,2,0,2,1,1,3,0,4,1,7
TRINITY_DN10319_c0_g1,11,3,13,2,1,4,0,15,8,8,14,6,7,8,5,6,7,6,3,4,5,6,4
TRINITY_DN1031_c0_g1,56,64,34,33,19,23,12,28,33,51,28,37,43,36,96,40,39,37,32,63,71,73,34
TRINITY_DN10320_c0_g1,13,5,9,0,1,1,0,2,2,4,8,7,3,5,2,2,2,3,4,0,6,5,6
TRINITY_DN10321_c0_g1,9,8,10,4,4,4,3,9,4,8,3,5,5,10,6,7,14,6,7,5,9,11,14
TRINITY_DN10322_c0_g1,19,15,12,12,7,9,8,12,23,24,9,3,28,6,4,9,14,6,8,6,11,11,14
TRINITY_DN10323_c0_g1,4,4,6,3,5,2,3,10,7,4,4,0,9,2,0,7,1,6,7,2,6,3,2
TRINITY_DN10324_c0_g1,16,5,11,5,3,11,4,10,1,14,5,3,9,3,0,13,3,8,3,0,2,15,4
TRINITY_DN10325_c0_g1,1,1,1,2,3,1,0,0,1,6,3,2,1,1,0,2,1,5,4,0,0,0,2
TRINITY_DN10326_c0_g1,5,0,1,2,0,1,2,4,1,3,0,1,3,2,1,6,0,2,4,0,2,9,1
TRINITY_DN10327_c0_g1,9,14,0,41,0,0,0,0,0,40,8,0,9,2,3,1,0,21,3,0,29,72,11
TRINITY_DN10328_c0_g1,0,2,0,2,2,0,0,0,1,4,2,0,2,1,0,0,0,3,1,0,1,1,0
TRINITY_DN10329_c0_g1,0,7,2,2,4,3,2,4,3,5,1,0,4,2,0,1,3,0,10,2,1,8,4
TRINITY_DN10330_c0_g1,5,5,13,7,4,2,8,17,4,12,1,0,18,2,0,6,6,16,8,0,12,18,1
TRINITY_DN10331_c0_g1,7,4,6,2,4,4,4,10,2,11,1,2,11,4,1,8,4,10,2,5,10,25,1
TRINITY_DN10332_c0_g1,1,2,2,2,1,2,1,0,3,2,1,0,1,2,0,0,1,1,2,0,5,4,0
TRINITY_DN10333_c0_g1,4,3,2,2,2,1,1,3,2,6,3,2,4,5,2,12,7,2,5,1,4,10,10
TRINITY_DN10334_c0_g1,8,2,9,2,4,7,6,9,2,2,2,2,7,1,2,2,3,4,5,5,3,5,2
TRINITY_DN10335_c0_g1,6,2,5,4,1,2,1,1,2,2,1,4,3,3,0,3,1,2,4,1,7,4,4
TRINITY_DN10336_c0_g1,0,2,1,0,1,0,0,1,0,4,0,0,4,1,1,3,3,5,3,0,1,4,1
TRINITY_DN10337_c0_g1,5,3,9,3,1,2,2,3,1,8,6,3,2,3,3,0,6,1,2,3,4,3,6
TRINITY_DN10338_c0_g1,9,8,7,4,3,1,4,12,10,32,2,0,37,7,0,8,5,3,10,0,28,10,8
TRINITY_DN10339_c0_g1,12,12,14,7,7,6,4,18,5,22,15,3,19,16,2,8,12,10,10,1,7,12,7
TRINITY_DN1033_c0_g1,16,17,13,4,7,11,6,11,11,25,8,10,7,14,12,24,22,14,12,4,15,16,35
TRINITY_DN10340_c0_g1,1,2,2,0,0,1,2,2,2,7,4,2,4,1,0,0,1,3,2,4,22,4,10
TRINITY_DN10341_c0_g1,0,2,0,0,0,1,0,7,1,0,0,1,1,0,0,1,0,1,1,2,3,5,1
TRINITY_DN10342_c0_g1,1,0,1,0,4,0,1,5,6,5,5,1,2,0,0,0,3,1,0,0,5,0,1
TRINITY_DN10343_c0_g1,2,0,1,1,1,3,2,1,2,3,0,0,1,4,2,0,1,0,1,0,0,0,2
TRINITY_DN10344_c0_g1,0,0,0,0,0,0,0,0,0,2,4,0,9,0,0,0,0,10,0,0,0,0,0
TRINITY_DN10345_c0_g1,15,16,22,7,14,9,14,15,20,25,7,9,14,17,8,16,17,18,14,12,12,15,26
TRINITY_DN10346_c0_g1,2,8,3,7,1,0,2,4,2,2,0,0,4,3,2,4,1,5,5,3,5,2,4
TRINITY_DN10347_c0_g1,4,1,6,0,2,2,5,1,0,0,0,0,3,4,0,0,2,2,0,0,0,3,4
TRINITY_DN10348_c0_g1,15,42,6,10,21,12,1,22,19,6,3,2,8,2,6,9,8,5,9,9,15,12,4
TRINITY_DN10350_c0_g1,0,1,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,2,0,0,20,5,0
TRINITY_DN10351_c0_g1,0,0,0,0,0,0,0,1,0,11,11,4,51,0,0,0,2,37,0,0,0,0,0
TRINITY_DN10352_c0_g1,0,2,2,2,0,0,2,0,3,6,2,1,9,1,0,0,0,1,4,0,3,6,1
TRINITY_DN10353_c0_g1,25,27,20,20,12,15,6,29,18,22,9,8,24,16,11,17,20,18,22,13,56,30,14
TRINITY_DN10354_c0_g1,4,3,0,2,0,2,1,1,2,7,3,1,3,1,3,4,1,6,8,0,8,5,7
TRINITY_DN10355_c0_g1,12,6,24,6,6,14,6,5,3,12,1,3,9,6,1,3,9,2,10,2,14,13,11
TRINITY_DN10357_c0_g1,1,5,6,1,5,0,3,6,3,11,2,1,11,2,0,1,2,4,5,0,4,8,0
TRINITY_DN10358_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10359_c0_g1,2,10,15,1,2,4,11,3,2,3,1,2,5,2,0,4,9,1,3,1,3,1,5
TRINITY_DN1035_c0_g1,33,46,30,2,4,4,9,11,13,76,8,18,20,16,16,22,21,32,12,13,29,28,38
TRINITY_DN10360_c0_g1,0,0,12,4,4,2,4,7,5,5,4,6,0,10,0,0,0,0,0,0,0,0,6
TRINITY_DN10361_c0_g1,2,2,1,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,0
TRINITY_DN10362_c0_g1,0,7,1,0,0,1,0,5,5,5,3,4,7,7,4,13,5,7,1,7,9,6,5
TRINITY_DN10363_c0_g1,0,2,2,1,3,1,1,1,1,2,0,0,0,1,0,0,0,0,2,0,1,2,0
TRINITY_DN10364_c0_g1,3,0,2,0,1,3,1,0,1,1,0,0,0,2,0,1,1,0,1,0,1,3,1
TRINITY_DN10365_c0_g1,5,9,6,3,4,5,3,3,2,6,3,1,4,6,3,3,2,2,3,2,6,6,5
TRINITY_DN10366_c0_g1,5,9,7,11,6,3,2,12,9,15,0,5,5,3,0,10,3,5,5,0,16,19,0
TRINITY_DN10367_c0_g1,2,0,5,2,1,2,0,5,2,3,2,1,0,3,3,0,1,2,1,2,8,1,5
TRINITY_DN10368_c0_g1,15,25,22,13,11,13,7,23,7,47,10,5,30,14,11,13,10,16,19,2,11,13,52
TRINITY_DN10369_c0_g1,17,26,21,9,13,12,10,8,9,28,10,10,22,5,5,13,7,14,14,1,13,15,14
TRINITY_DN1036_c0_g1,5,20,13,6,4,8,3,4,5,10,1,5,4,5,0,6,12,7,2,5,7,10,6
TRINITY_DN10370_c0_g1,0,0,1,11,0,1,0,2,2,4,0,1,3,0,0,0,0,0,4,0,0,0,0
TRINITY_DN10371_c0_g1,2,6,7,0,0,10,4,2,2,8,6,15,1,13,7,17,11,6,9,10,6,11,6
TRINITY_DN10372_c0_g1,3,1,4,1,1,2,0,3,7,8,6,3,5,1,2,2,2,3,3,1,10,3,2
TRINITY_DN10373_c0_g1,52,27,40,23,17,17,14,19,9,144,32,19,52,29,41,45,20,47,51,15,41,36,134
TRINITY_DN10374_c0_g1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0
TRINITY_DN10375_c0_g1,3,10,3,6,4,7,2,7,2,15,5,2,9,8,5,11,5,4,13,2,7,14,8
TRINITY_DN10376_c0_g1,0,4,0,0,1,1,0,3,0,4,2,0,1,0,2,1,0,2,2,1,0,2,2
TRINITY_DN10377_c0_g1,1,1,0,0,0,0,0,2,4,6,1,1,2,0,9,2,1,1,3,0,1,0,1
TRINITY_DN10378_c0_g1,1,0,4,3,1,0,1,4,3,1,4,1,2,4,0,2,0,2,3,0,3,1,3
TRINITY_DN10379_c0_g1,3,6,1,1,1,1,0,1,0,13,21,4,3,9,6,15,16,15,1,1,21,8,2
TRINITY_DN10380_c0_g1,1,2,5,5,1,2,2,0,0,3,0,0,0,1,0,6,3,1,3,0,0,1,4
TRINITY_DN10381_c0_g1,2,1,0,1,0,0,2,0,0,0,0,1,3,2,0,0,0,0,0,0,2,0,0
TRINITY_DN10382_c0_g1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0
TRINITY_DN10383_c0_g1,7,3,6,6,3,3,1,3,8,2,1,1,1,2,2,6,4,0,8,0,1,3,3
TRINITY_DN10384_c0_g1,1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,1,0,0,1,2,2,2
TRINITY_DN10385_c0_g1,1,4,1,4,0,2,2,4,3,4,1,0,4,0,0,4,2,3,3,2,2,3,1
TRINITY_DN10386_c0_g1,0,3,11,3,6,6,1,1,1,3,1,1,3,2,0,10,13,1,2,4,3,9,2
TRINITY_DN10387_c0_g1,0,0,6,2,1,2,1,0,2,2,0,2,2,1,1,0,0,1,0,0,0,3,3
TRINITY_DN10388_c0_g1,2,0,1,1,0,0,0,1,1,0,1,0,0,1,0,5,0,1,0,0,0,2,0
TRINITY_DN10389_c0_g1,0,0,0,0,0,0,0,0,0,7,3,3,1,0,0,0,0,5,0,0,9,0,2
TRINITY_DN1038_c0_g1,5,1,0,1,4,0,0,1,0,13,2,0,2,6,0,0,0,3,1,1,1,1,0
TRINITY_DN10390_c0_g1,2,0,0,1,0,0,0,3,0,1,0,0,13,6,1,1,3,0,5,0,0,1,4
TRINITY_DN10391_c0_g1,0,0,0,0,0,0,0,0,0,3,5,1,17,0,0,0,0,13,0,0,0,0,0
TRINITY_DN10392_c0_g1,13,14,9,23,10,6,10,12,19,20,2,4,10,5,4,6,10,8,14,4,15,11,15
TRINITY_DN10393_c0_g1,2,12,3,4,0,0,1,6,2,13,1,0,11,0,0,2,0,5,6,0,11,10,0
TRINITY_DN10394_c0_g1,53,115,1,1,0,0,0,0,0,1,0,0,158,176,17,39,0,0,6,83,227,234,4
TRINITY_DN10395_c0_g1,91,29,78,15,25,40,44,20,23,69,16,41,43,45,18,96,50,48,39,30,38,23,75
TRINITY_DN10396_c0_g1,8,17,2,1,2,0,0,2,6,14,5,4,3,10,0,6,0,1,7,12,9,6,12
TRINITY_DN10397_c0_g1,19,7,6,2,1,3,0,11,10,0,0,0,5,6,12,0,4,16,0,14,14,8,12
TRINITY_DN10398_c0_g1,26,37,21,24,19,14,9,30,36,37,10,12,41,12,4,20,8,19,22,12,35,24,33
TRINITY_DN10399_c0_g1,8,10,6,3,8,5,3,13,9,12,6,3,10,5,1,13,8,7,11,3,9,16,15
TRINITY_DN1039_c0_g1,7,14,11,4,11,8,4,9,9,6,2,5,20,10,0,3,10,3,15,4,14,13,7
TRINITY_DN103_c0_g1,16,12,21,16,22,16,4,13,12,39,9,15,20,18,13,28,21,18,19,4,11,29,24
TRINITY_DN10400_c0_g1,29,39,45,28,32,30,38,43,14,61,11,26,28,41,18,33,60,24,26,15,18,44,51
TRINITY_DN10401_c0_g1,5,7,12,11,9,13,4,9,4,12,3,2,18,4,0,8,16,3,3,3,13,13,2
TRINITY_DN10402_c0_g1,12,12,19,13,7,3,6,14,8,31,6,4,22,13,3,13,12,14,20,3,14,18,14
TRINITY_DN10403_c0_g1,1,3,4,2,4,3,1,1,0,5,6,3,2,2,2,2,3,1,0,1,4,4,2
TRINITY_DN10404_c0_g1,29,28,46,22,28,20,13,22,15,34,12,20,40,13,4,22,28,12,10,12,22,20,34
TRINITY_DN10405_c0_g1,15,6,8,5,1,2,3,9,8,13,4,4,12,8,3,15,13,16,10,2,15,12,11
TRINITY_DN10406_c0_g1,16,17,12,2,1,8,4,8,6,16,0,4,6,13,7,9,9,7,8,1,2,5,11
TRINITY_DN10407_c0_g1,3,2,1,0,4,1,1,2,1,2,0,1,0,1,1,1,3,0,2,1,1,2,1
TRINITY_DN10408_c0_g1,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
TRINITY_DN10409_c0_g1,27,20,13,11,16,7,7,14,10,26,27,8,16,11,6,16,11,12,16,13,26,22,10
TRINITY_DN10410_c0_g1,0,0,37,10,5,20,9,0,0,32,17,28,0,0,51,0,25,21,0,0,0,0,0
TRINITY_DN10411_c0_g1,5,4,5,2,0,6,3,3,0,6,2,2,5,1,3,6,3,5,0,1,10,8,10
TRINITY_DN10412_c0_g1,12,5,4,3,4,7,3,3,0,5,3,0,7,9,2,7,15,4,3,4,2,5,22
TRINITY_DN10413_c0_g1,8,2,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,3,7,9,0,0,14
TRINITY_DN10414_c0_g1,4,8,5,2,1,3,1,10,3,19,8,2,7,4,0,7,13,17,13,1,20,11,1
TRINITY_DN10415_c0_g1,4,0,1,4,1,4,1,0,0,3,4,3,0,1,1,3,4,0,2,0,2,5,1
TRINITY_DN10416_c0_g1,22,6,15,12,10,8,12,8,8,14,6,9,24,6,1,7,7,6,7,6,11,11,6
TRINITY_DN10417_c0_g1,0,3,2,1,1,1,0,3,2,3,0,0,0,1,0,1,2,0,0,0,1,0,0
TRINITY_DN10419_c0_g1,23,19,30,10,11,12,18,24,31,94,49,28,17,22,26,50,13,29,18,20,98,42,24
TRINITY_DN1041_c0_g1,0,2,8,7,2,5,7,2,2,5,1,0,4,2,3,7,2,2,5,1,6,6,14
